protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,size_p1,size_p2,attribute
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24724.1_1803_[gene=pdhD]_[protein=Dihydrolipoyl_dehydrogenase]_[protein_id=CBH24724.1]_[location=2056675..2058144],1802,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,"M8lcl_FP565814.1_prot_CBH24802.1_1881_[gene=icd]_[protein=Isocitrate_dehydrogenase,_NAD_dependent]_[protein_id=CBH24802.1]_[location=complement(2145980..2147002)]",1880,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24809.1_1888_[gene=acs]_[protein=Acetyl_coenzyme_A_synthetase]_[protein_id=CBH24809.1]_[location=complement(2153770..2155761)],1887,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24815.1_1894_[gene=bhbA]_[protein=Methylmalonyl_CoA_mutase]_[protein_id=CBH24815.1]_[location=complement(2161552..2165061)],1893,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24919.1_1998_[gene=SRM_01998]_[protein=Malic_oxidoreductase]_[protein_id=CBH24919.1]_[location=complement(2283474..2284895)],1997,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24924.1_2003_[gene=mutA]_[protein=methylmalonyl_CoA_mutase_small_subunit]_[protein_id=CBH24924.1]_[location=2289990..2292011],2002,0.7356950376637278,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24925.1_2004_[gene=mutB]_[protein=Methylmalonyl_CoA_mutase_large_subunit]_[protein_id=CBH24925.1]_[location=2292076..2294229],2003,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24926.1_2005_[gene=SRM_02005]_[protein=argK_probable_family]_[protein_id=CBH24926.1]_[location=2294274..2295311],2004,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH24965.1_2044_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_(ATP)]_[protein_id=CBH24965.1]_[location=2346862..2348499],2043,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25014.1_2093_[gene=SRM_02093]_[protein=CobW/P47K_family_protein]_[protein_id=CBH25014.1]_[location=complement(2405277..2406644)],2092,0.6946924276485136,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25021.1_2100_[gene=SRM_02100]_[protein=hypothetical_protein]_[protein_id=CBH25021.1]_[location=complement(2413727..2414188)],2099,0.6879557363687654,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25046.1_2125_[gene=nadB]_[protein=Quinolinate_synthetase_B]_[protein_id=CBH25046.1]_[location=complement(2440656..2442152)],2124,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25076.1_2155_[gene=tal]_[protein=Transaldolase]_[protein_id=CBH25076.1]_[location=2478946..2479656],2154,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25106.1_2185_[gene=pdhC]_[protein=pyruvate_dehydrogenase]_[protein_id=CBH25106.1]_[location=complement(2514868..2516265)],2184,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,"M8lcl_FP565814.1_prot_CBH25107.1_2186_[gene=pdhB]_[protein=pyruvate_dehydrogenase_complex,_E1_component]_[protein_id=CBH25107.1]_[location=complement(2516361..2517344)]",2185,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25108.1_2187_[gene=pdhA]_[protein=Pyruvate_dehydrogenase_E1_component_alpha_subunit]_[protein_id=CBH25108.1]_[location=complement(2517440..2518852)],2186,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25110.1_2189_[gene=icd]_[protein=Isocitrate_dehydrogenase]_[protein_id=CBH25110.1]_[location=2520105..2521340],2188,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25163.1_2242_[gene=SRM_02242]_[protein=putative_phosphatase]_[protein_id=CBH25163.1]_[location=2586925..2588745],2241,0.6915933012396848,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25195.1_2274_[gene=SRM_02274]_[protein=conserved_hypothetical_protein]_[protein_id=CBH25195.1]_[location=complement(2626963..2627394)],2273,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25252.1_2331_[gene=SRM_02331]_[protein=hypothetical_protein]_[protein_id=CBH25252.1]_[location=2689522..2689737],2330,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25287.1_2366_[gene=ilvB]_[protein=Acetolactate_synthase]_[protein_id=CBH25287.1]_[location=2730548..2732338],2365,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25291.1_2370_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25291.1]_[location=2735564..2737204],2369,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25292.1_2371_[gene=leuC]_[protein=3_isopropylmalate_dehydratase_large_subunit]_[protein_id=CBH25292.1]_[location=2737337..2738755],2370,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25294.1_2373_[gene=leuD]_[protein=3_isopropylmalate_dehydratase_small_subunit]_[protein_id=CBH25294.1]_[location=2739300..2739917],2372,0.739922977634603,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25296.1_2375_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25296.1]_[location=2741793..2743484],2374,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25333.1_2412_[gene=SRM_02412]_[protein=conserved_hypothetical_protein]_[protein_id=CBH25333.1]_[location=2790274..2790429],2411,0.6869121357648589,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,"M8lcl_FP565814.1_prot_CBH25360.1_2439_[gene=SRM_02439]_[protein=Conserved_hypothetical_protein,_secreted]_[protein_id=CBH25360.1]_[location=2821621..2822142]",2438,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25369.1_2448_[gene=argH]_[protein=argininosuccinate_lyase]_[protein_id=CBH25369.1]_[location=2831875..2833188],2447,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25403.1_2482_[gene=gdhA]_[protein=Glutamate_dehydrogenase]_[protein_id=CBH25403.1]_[location=complement(2875204..2876664)],2481,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,"M8lcl_FP565814.1_prot_CBH25405.1_2484_[gene=potE]_[protein=Na_K_Cl_cotransporter,_putative]_[protein_id=CBH25405.1]_[location=2879035..2881557]",2483,0.6889974333336378,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,"M8lcl_FP565814.1_prot_CBH25490.1_2569_[gene=accA]_[protein=Acetyl_CoA_carboxylase,_alpha_subunit]_[protein_id=CBH25490.1]_[location=complement(2999474..3000481)]",2568,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25514.1_2593_[gene=pckA]_[protein=Phosphoenolpyruvate_carboxykinase_[ATP]]_[protein_id=CBH25514.1]_[location=3027819..3029411],2592,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25600.1_2679_[gene=SRM_02679]_[protein=conserved_hypothetical_protein]_[protein_id=CBH25600.1]_[location=complement(3146146..3146442)],2678,0.6884768232483085,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25644.1_2723_[gene=SRM_02723]_[protein=hypothetical_protein]_[protein_id=CBH25644.1]_[location=3194432..3194668],2722,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565814.1_prot_CBH25953.1_3032_[gene=SRM_03032]_[protein=conserved_hypothetical_protein]_[protein_id=CBH25953.1]_[location=3547345..3547575],3031,0.6946924276485136,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,"M8lcl_FP565811.1_prot_CBH22754.1_36_[gene=dinP]_[protein=DNA_polymerase_IV,_damage_inducible_protein_P]_[protein_id=CBH22754.1]_[location=49320..50501]",3134,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,M8lcl_FP565813.1_prot_CBH22854.1_48_[gene=SRM_p84048]_[protein=Transposase]_[protein_id=CBH22854.1]_[location=63755..64063],3234,0.6895175657458288,1,2,INFO
M8lcl_FP565814.1_prot_CBH23446.1_525_[gene=uvrA]_[protein=Excinuclease_ABC_subunit_A]_[protein_id=CBH23446.1]_[location=complement(640851..643796)],524,M8lcl_FP565814.1_prot_CBH25527.1_2606_[gene=uvrA]_[protein=UvrABC_system_protein_A]_[protein_id=CBH25527.1]_[location=complement(3048864..3052040)],2605,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23456.1_535_[gene=prs]_[protein=Ribose_phosphate_pyrophosphokinase_1]_[protein_id=CBH23456.1]_[location=655266..656243],534,M8lcl_FP565814.1_prot_CBH23271.1_350_[gene=tktA]_[protein=transketolase]_[protein_id=CBH23271.1]_[location=412884..414914],349,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23456.1_535_[gene=prs]_[protein=Ribose_phosphate_pyrophosphokinase_1]_[protein_id=CBH23456.1]_[location=655266..656243],534,M8lcl_FP565814.1_prot_CBH24011.1_1090_[gene=purF]_[protein=Glutamine_phosphoribosylpyrophosphate_amidotransferase]_[protein_id=CBH24011.1]_[location=complement(1250400..1252028)],1089,0.7445316227541731,1,2,INFO
"M8lcl_FP565814.1_prot_CBH23476.1_555_[gene=acrA]_[protein=Efflux_transporter,_RND_family,_MFP_subunit]_[protein_id=CBH23476.1]_[location=complement(683815..685065)]",554,M8lcl_FP565814.1_prot_CBH23824.1_903_[gene=SRM_00903]_[protein=Multidrug_resistance_protein_containing_Acriflavin_resistance_domain]_[protein_id=CBH23824.1]_[location=1031699..1034845],902,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH23481.1_560_[gene=metX]_[protein=Homoserine_O_acetyltransferase]_[protein_id=CBH23481.1]_[location=690016..691074],559,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH23483.1_562_[gene=thrA]_[protein=bifunctional_aspartokinase/homoserine]_[protein_id=CBH23483.1]_[location=692180..693307],561,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH23787.1_866_[gene=thrB]_[protein=Homoserine_kinase]_[protein_id=CBH23787.1]_[location=complement(993400..994359)],865,0.6960889721895067,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24035.1_1114_[gene=metE]_[protein=5_methyltetrahydropteroyltriglutamate__homocysteine_methyltransferase]_[protein_id=CBH24035.1]_[location=1276613..1277683],1113,0.6469073959770154,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24222.1_1301_[gene=cysK]_[protein=Cystathionine_beta_synthase]_[protein_id=CBH24222.1]_[location=complement(1471561..1473087)],1300,0.7162389026234602,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24240.1_1319_[gene=ahcY]_[protein=Adenosylhomocysteinase]_[protein_id=CBH24240.1]_[location=1492464..1493741],1318,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24263.1_1342_[gene=cysA]_[protein=Putative_cystathionine_gamma_lyase]_[protein_id=CBH24263.1]_[location=complement(1521427..1522653)],1341,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24379.1_1458_[gene=metE]_[protein=5_methyltetrahydropteroyltriglutamate__homocysteine_methyltransferase]_[protein_id=CBH24379.1]_[location=1662908..1665217],1457,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24380.1_1459_[gene=ilvA]_[protein=Threonine_dehydratase_biosynthetic]_[protein_id=CBH24380.1]_[location=complement(1665426..1666520)],1458,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH24484.1_1563_[gene=metB]_[protein=Cystathionine_gamma_synthase]_[protein_id=CBH24484.1]_[location=complement(1781394..1782542)],1562,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH25013.1_2092_[gene=SRM_02092]_[protein=zinc_transporter]_[protein_id=CBH25013.1]_[location=complement(2404335..2404937)],2091,0.5931968987888077,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH25175.1_2254_[gene=cysK]_[protein=cysteine_synthase_A]_[protein_id=CBH25175.1]_[location=2602793..2603746],2253,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH25251.1_2330_[gene=SRM_02330]_[protein=conserved_hypothetical_protein]_[protein_id=CBH25251.1]_[location=complement(2689032..2689436)],2329,0.5826070219556926,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH25435.1_2514_[gene=ilvA]_[protein=threonine_dehydratase]_[protein_id=CBH25435.1]_[location=2920480..2921892],2513,0.7425847886663506,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH25504.1_2583_[gene=sufS]_[protein=Cysteine_desulfurase]_[protein_id=CBH25504.1]_[location=3017540..3018832],2582,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,M8lcl_FP565814.1_prot_CBH25922.1_3001_[gene=cysB]_[protein=Cystathionine_beta_synthase]_[protein_id=CBH25922.1]_[location=3517627..3518676],3000,0.6429817667719243,1,2,INFO
M8lcl_FP565814.1_prot_CBH23482.1_561_[gene=lysC]_[protein=Aspartate_kinase]_[protein_id=CBH23482.1]_[location=691206..692159],560,M8lcl_FP565814.1_prot_CBH23299.1_378_[gene=dapG]_[protein=Aspartate_kinase]_[protein_id=CBH23299.1]_[location=447721..450333],377,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23482.1_561_[gene=lysC]_[protein=Aspartate_kinase]_[protein_id=CBH23482.1]_[location=691206..692159],560,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.7269793037953367,1,2,INFO
M8lcl_FP565814.1_prot_CBH23482.1_561_[gene=lysC]_[protein=Aspartate_kinase]_[protein_id=CBH23482.1]_[location=691206..692159],560,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.6986611384474758,1,2,INFO
M8lcl_FP565814.1_prot_CBH23482.1_561_[gene=lysC]_[protein=Aspartate_kinase]_[protein_id=CBH23482.1]_[location=691206..692159],560,M8lcl_FP565814.1_prot_CBH24957.1_2036_[gene=purA]_[protein=Adenylosuccinate_synthetase]_[protein_id=CBH24957.1]_[location=complement(2337424..2338743)],2035,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23482.1_561_[gene=lysC]_[protein=Aspartate_kinase]_[protein_id=CBH23482.1]_[location=691206..692159],560,M8lcl_FP565814.1_prot_CBH24967.1_2046_[gene=asd]_[protein=aspartate_semialdehyde_dehydrogenase]_[protein_id=CBH24967.1]_[location=complement(2349609..2350748)],2045,0.5861567236727496,1,2,INFO
M8lcl_FP565814.1_prot_CBH23482.1_561_[gene=lysC]_[protein=Aspartate_kinase]_[protein_id=CBH23482.1]_[location=691206..692159],560,M8lcl_FP565814.1_prot_CBH25362.1_2441_[gene=argG]_[protein=Argininosuccinate_synthase]_[protein_id=CBH25362.1]_[location=2823622..2824863],2440,0.6435477679336007,1,2,INFO
M8lcl_FP565814.1_prot_CBH23486.1_565_[gene=sdhB]_[protein=succinate_dehydrogenase_iron_sulfur_protein]_[protein_id=CBH23486.1]_[location=complement(698135..698866)],564,"M8lcl_FP565814.1_prot_CBH23487.1_566_[gene=sdhA]_[protein=succinate_dehydrogenase,_flavoprotein_subunit]_[protein_id=CBH23487.1]_[location=complement(698953..700788)]",565,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23486.1_565_[gene=sdhB]_[protein=succinate_dehydrogenase_iron_sulfur_protein]_[protein_id=CBH23486.1]_[location=complement(698135..698866)],564,"M8lcl_FP565814.1_prot_CBH23767.1_846_[gene=sucD]_[protein=succinyl_CoA_synthetase,_alpha_subunit]_[protein_id=CBH23767.1]_[location=complement(970010..970876)]",845,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23486.1_565_[gene=sdhB]_[protein=succinate_dehydrogenase_iron_sulfur_protein]_[protein_id=CBH23486.1]_[location=complement(698135..698866)],564,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7445316227541731,1,2,INFO
M8lcl_FP565814.1_prot_CBH23486.1_565_[gene=sdhB]_[protein=succinate_dehydrogenase_iron_sulfur_protein]_[protein_id=CBH23486.1]_[location=complement(698135..698866)],564,"M8lcl_FP565814.1_prot_CBH24223.1_1303_[gene=sucC]_[protein=Succinyl_CoA_synthetase,_beta_subunit]_[protein_id=CBH24223.1]_[location=1474358..1475536]",1302,0.7445316227541731,1,2,INFO
