protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",139,M8lcl_FP565814.1_prot_CBH24240.1_1319_[gene=ahcY]_[protein=Adenosylhomocysteinase]_[protein_id=CBH24240.1]_[location=1492464..1493741],1318,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",139,M8lcl_FP565814.1_prot_CBH24263.1_1342_[gene=cysA]_[protein=Putative_cystathionine_gamma_lyase]_[protein_id=CBH24263.1]_[location=complement(1521427..1522653)],1341,0.5062820918845072,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",139,M8lcl_FP565814.1_prot_CBH24379.1_1458_[gene=metE]_[protein=5_methyltetrahydropteroyltriglutamate__homocysteine_methyltransferase]_[protein_id=CBH24379.1]_[location=1662908..1665217],1457,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",139,M8lcl_FP565814.1_prot_CBH24676.1_1755_[gene=metG]_[protein=methionyl_tRNA_synthetase]_[protein_id=CBH24676.1]_[location=complement(2005689..2007827)],1754,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",139,M8lcl_FP565814.1_prot_CBH24762.1_1841_[gene=purH]_[protein=Bifunctional_purine_biosynthesis_protein_purH]_[protein_id=CBH24762.1]_[location=2102717..2104303],1840,0.666157131244916,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
"M8lcl_FP565814.1_prot_CBH23061.1_140_[gene=SRM_00140]_[protein=Conserved_hypothetical_protein,_membrane]_[protein_id=CBH23061.1]_[location=177274..178041]",139,M8lcl_FP565814.1_prot_CBH25887.1_2966_[gene=metK]_[protein=S_adenosylmethionine_synthetase]_[protein_id=CBH25887.1]_[location=3480941..3482101],2965,0.5258724860346203,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23074.1_153_[gene=nrdB]_[protein=Ribonucleoside_diphosphate_reductase_beta_subunit]_[protein_id=CBH23074.1]_[location=187437..188411],152,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.6420478917483484,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23074.1_153_[gene=nrdB]_[protein=Ribonucleoside_diphosphate_reductase_beta_subunit]_[protein_id=CBH23074.1]_[location=187437..188411],152,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23075.1_154_[gene=nrdA]_[protein=Ribonucleoside_diphosphate_reductase_large_chain]_[protein_id=CBH23075.1]_[location=188515..190197],153,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23075.1_154_[gene=nrdA]_[protein=Ribonucleoside_diphosphate_reductase_large_chain]_[protein_id=CBH23075.1]_[location=188515..190197],153,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23086.1_165_[gene=mcpA]_[protein=methyl_accepting_chemotaxis_protein_McpA]_[protein_id=CBH23086.1]_[location=complement(202070..203662)],164,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.6881644429930641,"['DAY', 'NIGHT', 'NONE']",DAY,NONE
M8lcl_FP565814.1_prot_CBH23086.1_165_[gene=mcpA]_[protein=methyl_accepting_chemotaxis_protein_McpA]_[protein_id=CBH23086.1]_[location=complement(202070..203662)],164,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23089.1_168_[gene=SRM_00168]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23089.1]_[location=206279..206617],167,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.5272262508874747,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23092.1_171_[gene=SRM_00171]_[protein=Putative_methyl_accepting_chemotaxis_protein]_[protein_id=CBH23092.1]_[location=complement(214335..216467)],170,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.6979966543962691,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23092.1_171_[gene=SRM_00171]_[protein=Putative_methyl_accepting_chemotaxis_protein]_[protein_id=CBH23092.1]_[location=complement(214335..216467)],170,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH23480.1_559_[gene=met17]_[protein=O_acetylhomoserine_sulfhydrylase]_[protein_id=CBH23480.1]_[location=688473..689885],558,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.6089392677597302,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH23875.1_954_[gene=glyA]_[protein=Serine_hydroxymethyltransferase]_[protein_id=CBH23875.1]_[location=1081013..1082311],953,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24240.1_1319_[gene=ahcY]_[protein=Adenosylhomocysteinase]_[protein_id=CBH24240.1]_[location=1492464..1493741],1318,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24263.1_1342_[gene=cysA]_[protein=Putative_cystathionine_gamma_lyase]_[protein_id=CBH24263.1]_[location=complement(1521427..1522653)],1341,0.5556448041405604,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24379.1_1458_[gene=metE]_[protein=5_methyltetrahydropteroyltriglutamate__homocysteine_methyltransferase]_[protein_id=CBH24379.1]_[location=1662908..1665217],1457,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24676.1_1755_[gene=metG]_[protein=methionyl_tRNA_synthetase]_[protein_id=CBH24676.1]_[location=complement(2005689..2007827)],1754,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH24762.1_1841_[gene=purH]_[protein=Bifunctional_purine_biosynthesis_protein_purH]_[protein_id=CBH24762.1]_[location=2102717..2104303],1840,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23098.1_177_[gene=SRM_00177]_[protein=Vitamin_B12_dependent_methionine_synthase_family_protein]_[protein_id=CBH23098.1]_[location=complement(222296..223258)],176,M8lcl_FP565814.1_prot_CBH25887.1_2966_[gene=metK]_[protein=S_adenosylmethionine_synthetase]_[protein_id=CBH25887.1]_[location=3480941..3482101],2965,0.5749210436055424,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23100.1_179_[gene=SRM_00179]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23100.1]_[location=complement(226322..226696)],178,M8lcl_FP565814.1_prot_CBH24810.1_1889_[gene=pabB]_[protein=Para_aminobenzoate_synthase_component_I]_[protein_id=CBH24810.1]_[location=complement(2155885..2157762)],1888,0.5102032516808557,"['DAY', 'NIGHT', 'NONE']",NONE,NONE
M8lcl_FP565814.1_prot_CBH23100.1_179_[gene=SRM_00179]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23100.1]_[location=complement(226322..226696)],178,M8lcl_FP565814.1_prot_CBH25200.1_2279_[gene=aroC]_[protein=Chorismate_synthase]_[protein_id=CBH25200.1]_[location=complement(2633962..2635251)],2278,0.5398986191136753,"['DAY', 'NIGHT', 'NONE']",NONE,DAY
M8lcl_FP565814.1_prot_CBH23109.1_188_[gene=SRM_00188]_[protein=methyl_accepting_chemotaxis_protein]_[protein_id=CBH23109.1]_[location=232306..233904],187,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.6598236801745567,"['DAY', 'NIGHT', 'NONE']",NONE,NONE
M8lcl_FP565814.1_prot_CBH23109.1_188_[gene=SRM_00188]_[protein=methyl_accepting_chemotaxis_protein]_[protein_id=CBH23109.1]_[location=232306..233904],187,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,NIGHT
M8lcl_FP565814.1_prot_CBH23110.1_189_[gene=SRM_00189]_[protein=Methyl_accepting_chemotaxis_protein]_[protein_id=CBH23110.1]_[location=233971..235806],188,M8lcl_FP565814.1_prot_CBH25738.1_2817_[gene=vicK]_[protein=methyl_accepting_chemotaxis_transducer]_[protein_id=CBH25738.1]_[location=complement(3308294..3310189)],2816,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23110.1_189_[gene=SRM_00189]_[protein=Methyl_accepting_chemotaxis_protein]_[protein_id=CBH23110.1]_[location=233971..235806],188,M8lcl_FP565814.1_prot_CBH25742.1_2821_[gene=cheB]_[protein=Chemotaxis_response_regulator_protein_glutamate_methylesterase_of_group_1_operon]_[protein_id=CBH25742.1]_[location=complement(3314723..3315823)],2820,0.5053496388986108,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23110.1_189_[gene=SRM_00189]_[protein=Methyl_accepting_chemotaxis_protein]_[protein_id=CBH23110.1]_[location=233971..235806],188,M8lcl_FP565814.1_prot_CBH25743.1_2822_[gene=cheA]_[protein=Chemotaxis_protein_cheA]_[protein_id=CBH25743.1]_[location=complement(3315870..3317789)],2821,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23111.1_190_[gene=SRM_00190]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23111.1]_[location=236046..236303],189,M8lcl_FP565814.1_prot_CBH24479.1_1558_[gene=glmS]_[protein=glucosamine__fructose_6_phosphate_aminotransferase_(isomerizing)]_[protein_id=CBH24479.1]_[location=1776368..1778206],1557,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NONE
M8lcl_FP565814.1_prot_CBH23112.1_191_[gene=SRM_00191]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23112.1]_[location=236293..236610],190,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.5704805984202371,"['DAY', 'NIGHT', 'NONE']",DAY,NONE
M8lcl_FP565814.1_prot_CBH23112.1_191_[gene=SRM_00191]_[protein=Conserved_hypothetical_protein]_[protein_id=CBH23112.1]_[location=236293..236610],190,M8lcl_FP565814.1_prot_CBH24906.1_1985_[gene=pnpA]_[protein=polyribonucleotide_nucleotidyltransferase]_[protein_id=CBH24906.1]_[location=complement(2267574..2269811)],1984,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23117.1_196_[gene=SRM_00196]_[protein=Conserved_hypothetical_protein_containing_hydrolase_domain]_[protein_id=CBH23117.1]_[location=complement(241091..241978)],195,"M8lcl_FP565814.1_prot_CBH23581.1_660_[gene=otsA]_[protein=Trehalose_6_phosphate_synthase_domain,_putative]_[protein_id=CBH23581.1]_[location=complement(803276..804640)]",659,0.5744152679785196,"['DAY', 'NIGHT', 'NONE']",DAY,NONE
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH23299.1_378_[gene=dapG]_[protein=Aspartate_kinase]_[protein_id=CBH23299.1]_[location=447721..450333],377,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24273.1_1352_[gene=gltD]_[protein=Glutamate_synthase_[NADPH]_small_chain]_[protein_id=CBH24273.1]_[location=1535048..1536628],1351,0.6369266627686335,"['DAY', 'NIGHT', 'NONE']",DAY,NONE
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24450.1_1529_[gene=pyrB]_[protein=Aspartate_carbamoyltransferase_catalytic_chain]_[protein_id=CBH24450.1]_[location=complement(1746054..1747022)],1528,0.691402215376574,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH24957.1_2036_[gene=purA]_[protein=Adenylosuccinate_synthetase]_[protein_id=CBH24957.1]_[location=complement(2337424..2338743)],2035,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
M8lcl_FP565814.1_prot_CBH23136.1_215_[gene=asnB]_[protein=Asparagine_synthetase_B_[glutamine_hydrolyzing]]_[protein_id=CBH23136.1]_[location=262603..264672],214,M8lcl_FP565814.1_prot_CBH25362.1_2441_[gene=argG]_[protein=Argininosuccinate_synthase]_[protein_id=CBH25362.1]_[location=2823622..2824863],2440,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NIGHT
M8lcl_FP565814.1_prot_CBH23137.1_216_[gene=SRM_00216]_[protein=Transposase]_[protein_id=CBH23137.1]_[location=265685..266023],215,"M8lcl_FP565814.1_prot_CBH23422.1_501_[gene=korA]_[protein=2_oxoacid__ferredoxin_oxidoreductase,_alpha_subunit]_[protein_id=CBH23422.1]_[location=609815..611713]",500,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23137.1_216_[gene=SRM_00216]_[protein=Transposase]_[protein_id=CBH23137.1]_[location=265685..266023],215,"M8lcl_FP565814.1_prot_CBH24052.1_1131_[gene=accC]_[protein=Acetyl_CoA_carboxylase,_biotin_carboxylase]_[protein_id=CBH24052.1]_[location=1298499..1299866]",1130,0.615125921447387,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23137.1_216_[gene=SRM_00216]_[protein=Transposase]_[protein_id=CBH23137.1]_[location=265685..266023],215,M8lcl_FP565814.1_prot_CBH24148.1_1227_[gene=pyk]_[protein=Pyruvate_kinase]_[protein_id=CBH24148.1]_[location=1404402..1405832],1226,0.5525115938460945,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23137.1_216_[gene=SRM_00216]_[protein=Transposase]_[protein_id=CBH23137.1]_[location=265685..266023],215,M8lcl_FP565814.1_prot_CBH24950.1_2029_[gene=acs]_[protein=acetyl_coenzyme_A_synthetase]_[protein_id=CBH24950.1]_[location=2329328..2331307],2028,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,DAY
M8lcl_FP565814.1_prot_CBH23137.1_216_[gene=SRM_00216]_[protein=Transposase]_[protein_id=CBH23137.1]_[location=265685..266023],215,M8lcl_FP565814.1_prot_CBH25287.1_2366_[gene=ilvB]_[protein=Acetolactate_synthase]_[protein_id=CBH25287.1]_[location=2730548..2732338],2365,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23137.1_216_[gene=SRM_00216]_[protein=Transposase]_[protein_id=CBH23137.1]_[location=265685..266023],215,M8lcl_FP565814.1_prot_CBH25291.1_2370_[gene=leuA]_[protein=2_isopropylmalate_synthase]_[protein_id=CBH25291.1]_[location=2735564..2737204],2369,0.5936166621014594,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23142.1_221_[gene=SRM_00221]_[protein=Transposase]_[protein_id=CBH23142.1]_[location=269844..270233],220,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.5093105241466421,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23154.1_233_[gene=SRM_00233]_[protein=Hypothetical_protein]_[protein_id=CBH23154.1]_[location=283944..284204],232,M8lcl_FP565814.1_prot_CBH24479.1_1558_[gene=glmS]_[protein=glucosamine__fructose_6_phosphate_aminotransferase_(isomerizing)]_[protein_id=CBH24479.1]_[location=1776368..1778206],1557,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,NONE
M8lcl_FP565814.1_prot_CBH23154.1_233_[gene=SRM_00233]_[protein=Hypothetical_protein]_[protein_id=CBH23154.1]_[location=283944..284204],232,M8lcl_FP565814.1_prot_CBH25401.1_2480_[gene=susB]_[protein=alpha_glucosidase]_[protein_id=CBH25401.1]_[location=complement(2871828..2873984)],2479,0.6036064630115028,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
M8lcl_FP565814.1_prot_CBH23154.1_233_[gene=SRM_00233]_[protein=Hypothetical_protein]_[protein_id=CBH23154.1]_[location=283944..284204],232,M8lcl_FP565814.1_prot_CBH25668.1_2748_[gene=nagB]_[protein=Glucosamine_6_phosphate_deaminase]_[protein_id=CBH25668.1]_[location=3225897..3228065],2747,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",DAY,DAY
M8lcl_FP565814.1_prot_CBH23170.1_249_[gene=SRM_00249]_[protein=Hypothetical_protein]_[protein_id=CBH23170.1]_[location=296760..297017],248,M8lcl_FP565814.1_prot_CBH23271.1_350_[gene=tktA]_[protein=transketolase]_[protein_id=CBH23271.1]_[location=412884..414914],349,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NIGHT,NIGHT
M8lcl_FP565814.1_prot_CBH23170.1_249_[gene=SRM_00249]_[protein=Hypothetical_protein]_[protein_id=CBH23170.1]_[location=296760..297017],248,M8lcl_FP565814.1_prot_CBH25038.1_2117_[gene=fbaB]_[protein=fructose_bisphosphate_aldolase_class_I]_[protein_id=CBH25038.1]_[location=2429450..2430532],2116,0.5078664708196021,"['DAY', 'NIGHT', 'NONE']",NIGHT,NONE
M8lcl_FP565814.1_prot_CBH23175.1_254_[gene=SRM_00254]_[protein=Hypothetical_protein]_[protein_id=CBH23175.1]_[location=complement(301654..302022)],253,M8lcl_FP565814.1_prot_CBH23911.1_990_[gene=sucB]_[protein=Dihydrolipoamide_succinyltransferase_component_of_2_oxoglutarate_dehydrogenase]_[protein_id=CBH23911.1]_[location=complement(1125650..1127575)],989,0.585556946902256,"['DAY', 'NIGHT', 'NONE']",NONE,NIGHT
M8lcl_FP565814.1_prot_CBH23175.1_254_[gene=SRM_00254]_[protein=Hypothetical_protein]_[protein_id=CBH23175.1]_[location=complement(301654..302022)],253,M8lcl_FP565814.1_prot_CBH24277.1_1356_[gene=odhA]_[protein=2_oxoglutarate_dehydrogenase_E1_component]_[protein_id=CBH24277.1]_[location=complement(1538293..1542024)],1355,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,NONE
M8lcl_FP565814.1_prot_CBH23175.1_254_[gene=SRM_00254]_[protein=Hypothetical_protein]_[protein_id=CBH23175.1]_[location=complement(301654..302022)],253,M8lcl_FP565814.1_prot_CBH24724.1_1803_[gene=pdhD]_[protein=Dihydrolipoyl_dehydrogenase]_[protein_id=CBH24724.1]_[location=2056675..2058144],1802,0.6953626958108412,"['DAY', 'NIGHT', 'NONE']",NONE,NONE
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH23299.1_378_[gene=dapG]_[protein=Aspartate_kinase]_[protein_id=CBH23299.1]_[location=447721..450333],377,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,NIGHT
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH23788.1_867_[gene=metL]_[protein=Bifunctional_aspartokinase/homoserine_dehydrogenase_II]_[protein_id=CBH23788.1]_[location=complement(994511..996976)],866,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,DAY
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24053.1_1132_[gene=aspB]_[protein=Aspartate_aminotransferase]_[protein_id=CBH24053.1]_[location=1300003..1301217],1131,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,NIGHT
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24273.1_1352_[gene=gltD]_[protein=Glutamate_synthase_[NADPH]_small_chain]_[protein_id=CBH24273.1]_[location=1535048..1536628],1351,0.6549825526752968,"['DAY', 'NIGHT', 'NONE']",NONE,NONE
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24450.1_1529_[gene=pyrB]_[protein=Aspartate_carbamoyltransferase_catalytic_chain]_[protein_id=CBH24450.1]_[location=complement(1746054..1747022)],1528,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,NIGHT
M8lcl_FP565814.1_prot_CBH23192.1_271_[gene=SRM_00271]_[protein=Asparagine_synthetase_B_(glutamine_hydrolyzing)]_[protein_id=CBH23192.1]_[location=323751..325796],270,M8lcl_FP565814.1_prot_CBH24957.1_2036_[gene=purA]_[protein=Adenylosuccinate_synthetase]_[protein_id=CBH24957.1]_[location=complement(2337424..2338743)],2035,0.7022748179127344,"['DAY', 'NIGHT', 'NONE']",NONE,DAY
